CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Alzheimer's Disease,ED Discharge,2011,Escondido,SRA,ESCONDIDO,50,NORTH INLAND,Supervisorial District 3,10,6.36,6.3,,,,,,,,,10,52.05,,,,,,,,,,,,,,7,8.22,7.18,,,,,,,,,7,21.94,7,63.89,8,11.22,,,,,,,,,8,54,,,,,,,,,,,,,5,12.61,,,,,,,,,5,23.45,5,59.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Fallbrook,SRA,FALLBROOK,55,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,North San Diego,SRA,NORTH SAN DIEGO,14,NORTH INLAND,Supervisorial District 3,5,4.91,3.63,,,,,,,,,5,39.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Palomar-Julian,SRA,PALOMAR-JULIAN,60,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Pauma,SRA,PAUMA,54,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Poway,SRA,POWAY,15,NORTH INLAND,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Ramona,SRA,RAMONA,39,NORTH INLAND,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,San Marcos,SRA,SAN MARCOS,51,NORTH INLAND,Supervisorial District 5,7,7.62,7.36,,,,,,,,,7,61.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.8,,,,,,,,,5,54.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Valley Center,SRA,VALLEY CENTER,53,NORTH INLAND,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,South Region,Region,SOUTH,4,SOUTH,NA,8,1.68,2.03,,,,,,,,,8,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Chula Vista,SRA,CHULA VISTA,21,SOUTH,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Coronado,SRA,CORONADO,3,SOUTH,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,National City,SRA,NATIONAL CITY,4,SOUTH,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,South Bay,SRA,SOUTH BAY,22,SOUTH,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Sweetwater,SRA,SWEETWATER,20,SOUTH,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Supervisorial District 1,SupervisorDistrict,1ST SUPERVISORIAL DIST,1,NA,Supervisorial District 1,10,1.65,2.08,,,,,,,,,10,16.19,6,1.81,2.88,,,,,,,,,6,21.91,5,1.5,1.66,,,,,,,,,5,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.31,,,,,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Supervisorial District 2,SupervisorDistrict,2ND SUPERVISORIAL DIST,2,NA,Supervisorial District 2,35,5.54,5.34,,,,,,,,,33,40.95,14,4.67,5.17,,,,,,,,,12,35.79,20,6.39,5.39,,,,,,,,,20,15.08,20,44.86,21,5.35,,,,,,,,,20,30.57,8,4.36,,,,,,,,,7,26.03,12,6.32,,,,,,,,,12,12.36,12,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.37,,,,,,,,,8,95.3,,,,,,,,,,,,,5,6.55,,,,,,,,,5,25.93,5,100.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Supervisorial District 3,SupervisorDistrict,3RD SUPERVISORIAL DIST,3,NA,Supervisorial District 3,34,5.52,5.55,,,,,,,,,32,45.7,12,4.03,4.99,,,,,,,,,11,35.33,22,6.98,6.01,,,,,,,,,22,17.86,21,53.81,30,8.68,,,,,,,,,27,51.69,11,6.17,,,,,,,,,9,38.16,19,11.19,,,,,,,,,19,22.87,18,62.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Supervisorial District 4,SupervisorDistrict,4TH SUPERVISORIAL DIST,4,NA,Supervisorial District 4,24,3.81,4.16,,,,,,,,,24,33.7,10,3.1,4.35,,,,,,,,,10,32.94,14,4.55,4.04,,,,,,,,,14,13,14,34.3,15,4.75,,,,,,,,,14,29.95,8,4.69,,,,,,,,,8,36.23,7,4.82,,,,,,,,,7,11.1,7,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,Supervisorial District 5,SupervisorDistrict,5TH SUPERVISORIAL DIST,5,NA,Supervisorial District 5,40,6.32,6,,,,,,,,,38,49.98,21,6.49,7.61,,,,,,,,,20,60.12,19,6.14,4.58,,,,,,,,,19,15.74,18,42,30,8.84,,,,,,,,,30,49.5,15,8.28,,,,,,,,,14,52.39,16,9.43,,,,,,,,,16,18.65,16,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.57,,,,,,,,,5,58.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Carlsbad,Municipal,CARLSBAD,1,NA,NA,9,8.55,7.72,,,,,,,,,9,65.22,6,11.59,12.56,,,,,,,,,6,96.65,,,,,,,,,,,,,,,,9,11.66,,,,,,,,,9,76.71,6,15.66,,,,,,,,,6,112.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Chula Vista,Municipal,CHULA VISTA,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Coronado,Municipal,CORONADO,3,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Del Mar,Municipal,DEL MAR,4,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of El Cajon,Municipal,EL CAJON,5,NA,NA,7,6.58,6.37,,,,,,,,,5,42.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Encinitas,Municipal,ENCINITAS,6,NA,NA,7,11.05,7.98,,,,,,,,,7,79.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14.32,,,,,,,,,7,90.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Escondido,Municipal,ESCONDIDO,7,NA,NA,9,6.2,6.22,,,,,,,,,8,50.59,,,,,,,,,,,,,,6,7.87,7.08,,,,,,,,,6,21.05,6,62.06,7,11.33,,,,,,,,,7,53.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Imperial Beach,Municipal,IMPERIAL BEACH,8,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of La Mesa,Municipal,LA MESA,9,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer's Disease,ED Discharge,2011,City of Lemon Grove,Municipal,LEMON GROVE,10,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
